Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJj66N1fqf4jARM7dcPZ_Gqd4,景点,เเยกราชประสงค์ Ratchaprasong Intersection,เเยกราชประสงค์ Ratchaprasong Intersection,cultural_landmark,文化地标,4.4,9,"PGVR+R3Q, Rama I Rd, Khwaeng Lumphini, Pathum Wan, Krung Thep Maha Nakhon 10330",13.744579,100.540248,巴吞旺县,Pathum Wan,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,,,https://maps.google.com/?cid=16044573534715688755&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJt31aI9BhHTERcBtKxX9RvEQ,景点,法鼓山泰國護法會,ธรรมกลองภูเขา สมาคมพิทักษ์ธรรมไทย,,佛教寺庙,4.4,9,"Phatthanakan 31/1 Alley, Khwaeng Suan Luang, Khet Suan Luang, Bangkok 10250泰国",13.738593,100.620869,萱銮县,Suan Luang,,+66 2 013 5651,https://ddm.org.tw,,,https://www.google.com/maps/place/%E6%B3%95%E9%BC%93%E5%B1%B1%E6%B3%B0%E5%9C%8B%E8%AD%B7%E6%B3%95%E6%9C%83/data=!4m7!3m6!1s0x311d61d0235a7db7:0x44bc517fc54a1b70!8m2!3d13.738593!4d100.620869!16s%2Fg%2F11sr8tc51_!19sChIJt31aI9BhHTERcBtKxX9RvEQ?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJZ6t4oCqc4jARG387exBKL6g,景点,象神（匯款）讀音,การออกเสียง Xiangshen (โอนเงิน),,印度教寺庙,5.0,9,"QHHF+C89, Ratchadaphisek Rd, Ratchadaphisek, Din Daeng, Bangkok 10400泰国",13.778541,100.573369,汇权县,Ratchadaphisek,星期一 12:00-22:00 | 星期二 12:00-22:00 | 星期三 12:00-22:00 | 星期四 12:00-22:00 | 星期五 12:00-22:00 | 星期六 12:00-22:00 | 星期日 12:00-22:00,,,,,https://www.google.com/maps/place/%E8%B1%A1%E7%A5%9E%EF%BC%88%E5%8C%AF%E6%AC%BE%EF%BC%89%E8%AE%80%E9%9F%B3/data=!4m7!3m6!1s0x30e29c2aa078ab67:0xa82f4a107b3b7f1b!8m2!3d13.778541!4d100.573369!16s%2Fg%2F11hd7r1k7h!19sChIJZ6t4oCqc4jARG387exBKL6g?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJWZklj1qZ4jARoi3zCbKZPZ0,景点,205 classroom whiteboard,ไวท์บอร์ดห้องเรียน 205,art_museum,Art museum,4.4,8,"88 Tri Phet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10100",13.743426,100.498074,拍那空县,三王府区,星期一: 11:00–11:50 | 星期二: 11:00–11:50 | 星期三: 11:00–11:50 | 星期四: 11:00–11:50 | 星期五: 11:00–11:50 | 星期六: 休息 | 星期日: 休息,,,,,https://maps.google.com/?cid=11330381227484196258&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ6UgYKACZ4jARWWDjTlPfgu0,景点,Banglamphu Square,บางลำพูสแควร์,park,公园,5.0,8,"QF6X+4MG Wat Bowonniwet (Bowonniwet side, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760304,100.499191,拍那空县,哒叻裕区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,适合儿童,,https://maps.google.com/?cid=17114487082860109913&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJuzUVaACZ4jAR3aSEkDTOwKY,景点,Chao Phraya riverside promenade under Memorial Bridge,ทางเดินริมแม่น้ำเจ้าพระยาใต้สะพานพุทธ,state_park,国家公园,4.9,8,"PFQX+RWC, Wang Burapha Phirom, Phra Nakhon, Bangkok 10200",13.739573,100.499758,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=12015830530982716637&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJFxkLmeSY4jARQHWps6kmhRU,景点,ISKCON Temple in Bangkok,วัด ISKCON ในกรุงเทพฯ,,印度教寺庙,4.8,8,"428 6 Krung Thon Buri Road, Bang Lamphu Lang, Khlong San, Krung Thep Maha Nakhon 10600泰国",13.7182,100.500088,空訕縣,Bang Lamphu Lang,"星期一 04:30-12:30, 16:30-19:30 | 星期二 04:30-12:30, 16:30-19:30 | 星期三 04:30-12:30, 16:30-19:30 | 星期四 04:30-12:30, 16:30-19:30 | 星期五 04:30-12:30, 16:30-19:30 | 星期六 04:30-12:30, 16:30-19:30 | 星期日 04:30-12:30, 16:30-20:30",+66 87 332 8680,https://iskconbangkok.com,,,https://www.google.com/maps/place/ISKCON+Temple+in+Bangkok/data=!4m7!3m6!1s0x30e298e4990b1917:0x158526a9b3a97540!8m2!3d13.7182004!4d100.5000882!16s%2Fg%2F11b822bk02!19sChIJFxkLmeSY4jARQHWps6kmhRU?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJgVENKwCZ4jARyKTbo3Hhz8s,景点,"Kopee, the Chonk Cat",โกปี้ แมวชอง,tourist_attraction,旅游胜地,5.0,8,"17, 23 Soi Tha Tian, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745725,100.49144,拍那空县,大皇宫区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,,,https://maps.google.com/?cid=14686204788075111624&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJz7glig-f4jAR_3CGM4NYp3Y,景点,Live Park Rama 9 Road,ไลฟ์พาร์ค ถ.พระราม 9,,公园,5.0,8,"QH2X+5VW, Bang Kapi, Huai Khwang, Bangkok 10310泰国",13.750445,100.600074,汇权县,Bang Kapi,,,,,,https://www.google.com/maps/place/Live+Park+Rama+9+Road/data=!4m7!3m6!1s0x30e29f0f8a25b8cf:0x76a75883338670ff!8m2!3d13.7504449!4d100.6000737!16s%2Fg%2F11k9ddksjr!19sChIJz7glig-f4jAR_3CGM4NYp3Y?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJr2RyCc6Z4jAR4W9Y78xhzhw,景点,Nav Durga Mandir Bangkok,นวทุรคา มณเฑียร กรุงเทพมหานคร,,印度教寺庙,5.0,8,"577/23 Phanitchayakan Thon Buri 9 Alley, Wat Tha Phra, Bangkok Yai, Bangkok 10600泰国",13.739796,100.466038,曼谷艾县,Wat Tha Phra,星期一 06:00-20:00 | 星期二 06:00-20:00 | 星期三 06:00-20:00 | 星期四 06:00-20:00 | 星期五 06:00-20:00 | 星期六 06:00-20:00 | 星期日 06:00-20:00,+66 89 122 4209,,,,https://www.google.com/maps/place/Nav+Durga+Mandir+Bangkok/data=!4m7!3m6!1s0x30e299ce097264af:0x1cce61ccef586fe1!8m2!3d13.7397958!4d100.4660376!16s%2Fg%2F11t5cylsxg!19sChIJr2RyCc6Z4jAR4W9Y78xhzhw?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJRfBCG2iZ4jARp8TpV1wG4MQ,景点,Sam Phraya Park,อุทยานสามพระยา,state_park,州立公园,3.9,8,"11 Soi Sam Phraya, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76701,100.497283,拍那空县,讪披耶寺区,,,,适合儿童,,https://maps.google.com/?cid=14186345819898758311&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJwXNoTQmZ4jAR3PBcHnhDwkk,景点,Suan Kaew,สวนแก้ว,garden,花园,4.8,8,"30 Na Phra Lan Rd, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75277,100.490151,拍那空县,大皇宫区,,,,,,https://maps.google.com/?cid=5314884693435150556&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJm9fULQCZ4jARrXzQ7YHlIYc,景点,บ้านตันติเวชกุล (Tantivejkul’s House),บ้านตันติเวชกุล (Tantivejkul’s House),art_gallery,画廊,4.5,8,"734, 736 Soi Wanit 2, Khwaeng Talat Noi, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.73476,100.511593,三攀他旺县,噠叻仔區,,,,,,https://maps.google.com/?cid=9737316215555128493&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJvXbdt6WZ4jARwr_5oVuJm3g,景点,พระวิหาร หลวงพ่อพระร่วงทองคำ,พระวิหาร หลวงพ่อพระร่วงทองคำ,buddhist_temple,佛教寺庙,4.5,8,"261 5 Thanon Tanao, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754456,100.499223,拍那空县,大秋千区,星期一: 08:00–17:50 | 星期二: 08:00–17:50 | 星期三: 08:00–17:50 | 星期四: 08:00–17:50 | 星期五: 08:00–17:50 | 星期六: 08:00–17:50 | 星期日: 08:00–17:50,,,有洗手间,,https://maps.google.com/?cid=8690690932594032578&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJXZ8NSDyd4jARwuta8oUQtIM,景点,วัดพระศิวะเจ้า,วัดพระศิวะเจ้า,,印度教寺庙,5.0,8,"115 Pradiphat 21 Alley, Phaya Thai, Bangkok 10400泰国",13.792663,100.546433,拍耶泰县,Phaya Thai,星期一 09:00-00:00 | 星期二 09:00-00:00 | 星期三 09:00-00:00 | 星期四 09:00-00:00 | 星期五 09:00-00:00 | 星期六 09:00-00:00 | 星期日 休息,+66 85 377 5555,https://m.facebook.com,,,https://www.google.com/maps/place/%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A8%E0%B8%B4%E0%B8%A7%E0%B8%B0%E0%B9%80%E0%B8%88%E0%B9%89%E0%B8%B2/data=!4m7!3m6!1s0x30e29d3c480d9f5d:0x83b41085f25aebc2!8m2!3d13.7926633!4d100.5464331!16s%2Fg%2F11sqfqchb_!19sChIJXZ8NSDyd4jARwuta8oUQtIM?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJFUxr57KZ4jARGkkuhh7auzs,景点,สำนักสงฆ์กั๊กฮึ้งเนี่ยมฮุกลิ้ม,สำนักสงฆ์กั๊กฮึ้งเนี่ยมฮุกลิ้ม,buddhist_temple,佛教寺庙,4.6,8,"192 ซ แม้นศรี 1 Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.752587,100.510317,邦巴沙都拍县,Khlong Maha Nak,星期一: 08:00–18:00 | 星期二: 08:00–18:00 | 星期三: 08:00–18:00 | 星期四: 08:00–18:00 | 星期五: 08:00–18:00 | 星期六: 08:00–18:00 | 星期日: 08:00–18:00,+66 81 644 9397,https://www.facebook.com/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%AA%E0%B8%87%E0%B8%86%E0%B9%8C%E0%B8%81%E0%B8%B1%E0%B9%8A%E0%B8%81%E0%B8%AE%E0%B8%B6%E0%B9%89%E0%B8%87%E0%B9%80%E0%B8%99%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1%E0%B8%AE%E0%B8%B8%E0%B8%81%E0%B8%A5%E0%B8%B4%E0%B9%89%E0%B8%A1-1518288044969314/?modal=admin_todo_tour,有洗手间|无障碍停车,,https://maps.google.com/?cid=4304273693517695258&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJg5uVFgCZ4jARG0Ue-x14Dxw,景点,MIDO GALLERY BANGKOK,ไมโด้ แกลเลอรี่ กรุงเทพฯ,art_museum,Art museum,4.4,7,"734 Soi Phanu Rangsi, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746158,100.501873,拍那空县,三王府区,星期一: 11:00–18:00 | 星期二: 11:00–18:00 | 星期三: 11:00–18:00 | 星期四: 11:00–18:00 | 星期五: 11:00–18:00 | 星期六: 11:00–18:00 | 星期日: 11:00–18:00,,,适合儿童|有洗手间,,https://maps.google.com/?cid=2021966827875091739&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJWXb2JtWZ4jARyzMDt-z_7VQ,景点,Observation Tower,หอสังเกตการณ์,historical_landmark,古迹地标,5.0,7,"เลขที่ 49-50 ถนนหน้าพระลาน แขวงพระบรมมหาราชวัง Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.748093,100.502395,拍那空县,巴杜披,星期一: 04:30–21:00 | 星期二: 04:30–21:00 | 星期三: 04:30–21:00 | 星期四: 04:30–21:00 | 星期五: 04:30–21:00 | 星期六: 04:30–21:00 | 星期日: 04:30–21:00,,,,,https://maps.google.com/?cid=6119828860814177227&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJVfgvAGqZ4jARHITMd3WtF1s,景点,Street Art,สตรีทอาร์ต,,旅游胜地,3.6,7,"327 พัฒนาการ Pak Khlong Phasi Charoen, Phasi Charoen, Bangkok 10160泰国",13.718288,100.458852,帕世乍能县,Pak Khlong Phasi Charoen,,,,,,https://www.google.com/maps/place/Street+Art/data=!4m7!3m6!1s0x30e2996a002ff855:0x5b17ad7577cc841c!8m2!3d13.7182875!4d100.4588516!16s%2Fg%2F11mv9x9t8d!19sChIJVfgvAGqZ4jARHITMd3WtF1s?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJM0pJ05GZ4jART_a4hRNccKA,景点,Viharn Luang Pho To,วิหารหลวงพ่อโต,buddhist_temple,佛教寺庙,4.3,7,"344 Thanon Chakkraphatdi Phong, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.754308,100.506791,邦巴沙都拍县,班巴区,,,,有洗手间,,https://maps.google.com/?cid=11560841482377688655&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJmb4Smn6Z4jARKXCfpQDKOTU,景点,พระวิหารน้อยโพธิ์ลังกา วัดมหาธาตุท่าพระจันทร์,พระวิหารน้อยโพธิ์ลังกา วัดมหาธาตุท่าพระจันทร์,buddhist_temple,佛教寺庙,4.6,7,"3 Soi Na Phra That, Khwaeng Phra Borom Maha Ratchawang, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75531,100.491735,拍那空县,大皇宫区,星期一: 07:00–18:00 | 星期二: 07:00–18:00 | 星期三: 07:00–18:00 | 星期四: 07:00–18:00 | 星期五: 07:00–18:00 | 星期六: 07:00–18:00 | 星期日: 07:00–18:00,,https://watthailandbuddhanayo.blogspot.com/,有洗手间,,https://maps.google.com/?cid=3835318661810188329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJB7l4QwCZ4jARWG-KyHCNpFU,景点,สะพาน3dPrint โดย SCG,สะพาน3dPrint โดย SCG,tourist_attraction,旅游胜地,4.6,7,"ถ. คนเดินคลองโอ่งอ่าง Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10100",13.746043,100.503682,三攀他旺县,三王府区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,,,https://maps.google.com/?cid=6171212904944791384&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJcafNnYue4jARrf4vdUFBhPs,景点,泰佛寺,วัดไทโพธิ์,,佛教寺庙,4.3,7,"91 Soi Rong Phayaban Phra Ram 9, Bang Kapi, Huai Khwang, Bangkok 10310泰国",13.753804,100.570713,汇权县,Bang Kapi,星期一 09:00-21:00 | 星期二 09:00-21:00 | 星期三 09:00-21:00 | 星期四 09:00-21:00 | 星期五 09:00-21:00 | 星期六 09:00-21:00 | 星期日 09:00-21:00,+66 2 641 4119,https://ctcmbkk.org,,,https://www.google.com/maps/place/%E6%B3%B0%E4%BD%9B%E5%AF%BA/data=!4m7!3m6!1s0x30e29e8b9dcda771:0xfb844141752ffead!8m2!3d13.7538036!4d100.5707131!16s%2Fg%2F1pty_mjtw!19sChIJcafNnYue4jARrf4vdUFBhPs?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJC2FKSWDTHTERAvoAqukVoRQ,景点,987 Art Shop,ร้าน 987 อาร์ท,art_museum,Art museum,3.0,6,"987 Art Shop เลขที่ 9 Soi Kasem San 2, Khwaeng Wang Mai, Pathum Wan, Krung Thep Maha Nakhon 10330",13.748388,100.528852,巴吞旺县,Wang Mai,星期一: 09:00–18:00 | 星期二: 09:00–18:00 | 星期三: 09:00–18:00 | 星期四: 09:00–18:00 | 星期五: 09:00–18:00 | 星期六: 09:00–18:00 | 星期日: 09:00–18:00,+66 64 161 5665,https://www.facebook.com/sw6871?mibextid=LQQJ4d,适合儿童|有洗手间,,https://maps.google.com/?cid=1486493445332728322&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJj6hTtkyZ4jARTudixnbAj38,景点,King Rama IV Monument,อนุสาวรีย์รัชกาลที่ 4,monument,纪念碑,4.7,6,"75/7 Thanon Yothi, Khwaeng Thung Phaya Thai, Khet Ratchathewi, Krung Thep Maha Nakhon 10400",13.764577,100.529096,拉差贴威县,Thung Phaya Thai,,,,适合儿童|无障碍入口,,https://maps.google.com/?cid=9191776980853516110&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQwiy79uZ4jAR7h264hGMq6g,景点,Pahurat intersection,แยกพาหุรัด,tourist_attraction,旅游胜地,4.3,6,"PFWX+3P9, Tri Phet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.745152,100.499368,拍那空县,三王府区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,,,,,https://maps.google.com/?cid=12153962027835596270&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ9d9HQACf4jARl6rSnIwddJ0,景点,Shiva Devalaya @BigC Ratchadamri@ சிவாலயம்,ศิวะเทวาลัย @บิ๊กซี ราชดำริ@ ศิวาลัย,,印度教寺庙,4.9,6,"Big C Supercenter, Ratchadamri Rd, Khwaeng Lumphini, Pathum Wan, Bangkok 10330泰国",13.74731,100.541114,巴吞旺县,Lumphini,星期一 09:00-20:00 | 星期二 09:00-20:00 | 星期三 09:00-20:00 | 星期四 09:00-20:00 | 星期五 09:00-20:00 | 星期六 09:00-20:00 | 星期日 09:00-20:00,,,,,https://www.google.com/maps/place/Shiva+Devalaya+@BigC+Ratchadamri@+%E0%AE%9A%E0%AE%BF%E0%AE%B5%E0%AE%BE%E0%AE%B2%E0%AE%AF%E0%AE%AE%E0%AF%8D/data=!4m7!3m6!1s0x30e29f004047dff5:0x9d741d8c9cd2aa97!8m2!3d13.7473098!4d100.541114!16s%2Fg%2F11whwshh2s!19sChIJ9d9HQACf4jARl6rSnIwddJ0?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJU0ww6FljHTER3JJwlArrezQ,景点,Siam Park Bangkok World Market,สยามปาร์ค กรุงเทพฯ เวิลด์มาร์เก็ต,,市场,5.0,6,"60/1 Suan Sayam Rd, Khan Na Yao, Bangkok 10230泰国",13.805904,100.692051,汉那尧县,Khan Na Yao,星期一 10:00-22:00 | 星期二 10:00-22:00 | 星期三 10:00-22:00 | 星期四 10:00-22:00 | 星期五 10:00-22:00 | 星期六 10:00-22:00 | 星期日 10:00-22:00,,https://facebook.com,,,https://www.google.com/maps/place/Siam+Park+Bangkok+World+Market/data=!4m7!3m6!1s0x311d6359e8304c53:0x347beb0a947092dc!8m2!3d13.8059038!4d100.6920513!16s%2Fg%2F11jybgwjbd!19sChIJU0ww6FljHTER3JJwlArrezQ?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJ6Y8zcgCZ4jAR5JUeq7Yg1YY,景点,Wat Benchamabophit,วัดเบญจมบพิตร,historical_landmark,历史地标,4.5,6,"69 Nakhon Pathom Rd, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.765276,100.513403,都实县,Dusit,,,,,,https://maps.google.com/?cid=9715707740048758244&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_-etBACZ4jARmyxjnYifetw,景点,Wingo Memorial Park (Palm Park),อุทยานอนุสรณ์ Wingo (สวนปาล์ม),garden,花园,5.0,6,"曼谷都会区 Bang Rak, 曼谷PGCF+H44邮政编码: 10500",13.721387,100.522828,沙吞县,是隆,,,,,,https://maps.google.com/?cid=15887186044607736987&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ22KaKnKZ4jAR_9yqGvHIYfw,景点,ตึกดอกไม้ (อาคารโบราณถนนทรงวาด),ตึกดอกไม้ (อาคารโบราณถนนทรงวาด),,旅游胜地,4.3,6,"937 939 Song Wat Rd, Khwaeng Samphanthawong, Samphanthawong, Bangkok 10100泰国",13.73813,100.50761,三攀他旺县,Samphanthawong,,,,,,https://www.google.com/maps/place/%E0%B8%95%E0%B8%B6%E0%B8%81%E0%B8%94%E0%B8%AD%E0%B8%81%E0%B9%84%E0%B8%A1%E0%B9%89+%28%E0%B8%AD%E0%B8%B2%E0%B8%84%E0%B8%B2%E0%B8%A3%E0%B9%82%E0%B8%9A%E0%B8%A3%E0%B8%B2%E0%B8%93%E0%B8%96%E0%B8%99%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B8%A7%E0%B8%B2%E0%B8%94%29/data=!4m7!3m6!1s0x30e299722a9a62db:0xfc61c8f11aaadcff!8m2!3d13.7381302!4d100.5076095!16s%2Fg%2F11l6r5k57_!19sChIJ22KaKnKZ4jAR_9yqGvHIYfw?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJN-v33QyZ4jARQtQk7mnHUCs,景点,บ้านดิเรกดำรงค์,บ้านดิเรกดำรงค์,art_gallery,画廊,4.7,6,"Thanon Damrong Rak, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.755406,100.50758,邦巴沙都拍县,班巴区,星期一: 09:00–16:00 | 星期二: 09:00–16:00 | 星期三: 休息 | 星期四: 09:00–16:00 | 星期五: 09:00–16:00 | 星期六: 09:00–16:00 | 星期日: 09:00–16:00,+66 65 632 6569,,有洗手间|外带|配送|堂食,,https://maps.google.com/?cid=3121213799548638274&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJsUjRW2aZ4jAR_bDXR5orjBU,景点,พิฆเนศวรเทวาลัย กรุงเทพฯ,พิฆเนศวรเทวาลัย กรุงเทพฯ,,印度教寺庙,5.0,6,"Phran Nok Phutthamonthon Sai 4 Rd, Bang Khun Si, Bangkok Noi, Bangkok 10700泰国",13.75468,100.46737,曼谷蓮縣,Bang Khun Si,,,,,,https://www.google.com/maps/place/%E0%B8%9E%E0%B8%B4%E0%B8%86%E0%B9%80%E0%B8%99%E0%B8%A8%E0%B8%A7%E0%B8%A3%E0%B9%80%E0%B8%97%E0%B8%A7%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%A2+%E0%B8%81%E0%B8%A3%E0%B8%B8%E0%B8%87%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%AF/data=!4m7!3m6!1s0x30e299665bd148b1:0x158c2b9a47d7b0fd!8m2!3d13.7546797!4d100.4673696!16s%2Fg%2F11nyqhmd32!19sChIJsUjRW2aZ4jAR_bDXR5orjBU?authuser=0&hl=zh-CN&g_ep=EgoyMDI2MDgyNS4wIJJjKgBIAVAD&rclk=1
ChIJk5GDAgCZ4jARiHvW22Fr93Y,景点,มิวเซียมวัดโพธิ์,มิวเซียมวัดโพธิ์,museum,博物馆,4.7,6,"曼谷都会区 Phra Nakhon, 曼谷PFWV+69邮政编码: 10200",13.745563,100.493437,拍那空县,大皇宫区,,,https://www.tiktok.com/@museumwatpho/photo/7621497800408255752,适合儿童,,https://maps.google.com/?cid=8572438483767294856&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJe5pF1oeZ4jARNYzVQidFj80,景点,ศาลาการเปรียญ วัดสระเกศราชวรมหาวิหาร,ศาลาการเปรียญ วัดสระเกศราชวรมหาวิหาร,buddhist_temple,佛教寺庙,5.0,6,"344 Thanon Chakkraphatdi Phong, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.753808,100.506593,邦巴沙都拍县,班巴区,,,,有洗手间,,https://maps.google.com/?cid=14812133734372183093&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
