审核行ID,证据序号,问题ID,图谱实体ID,目标实体类型,POI名称,行政区,小红书帖子ID,标题,作者,发布日期,URL,机器分流状态,分店或位置上下文命中,游客语境线索,攻略清单风险,商家营销风险,经营状态风险,疑似协同营销,近重复组ID,可用字段范围,待审核原文上下文,直接指向实体,分店确认,游客亲历,独立用户,可用体验断言,风险复核结论,目标字段,断言值,连续引文,审核决定,审核说明,审核人,审核时间
xhs-review-c0f0825fcf6f2eae052ac69a,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,692ec8d1000000001e029eb8,贵阳秋日氛围感拍照指南|私藏5个绝美机位,小一,2025-12-02,https://www.xiaohongshu.com/explore/692ec8d1000000001e029eb8?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"-17:00(阳光斜照时,水杉林光影绝美)
【拍照攻略:5个出片率100%的宝藏机位】
1黄金水杉林
• 定位:北区入口直行500米,沿河步道旁
• 技巧:穿浅色系衣服,站在水杉树下仰拍,阳光透过树叶洒在脸上,氛围感拉满!
• 彩蛋:地上铺满金黄落叶,随手捡一片当道具,故事感瞬间有!
2梧桐大道
• 定位:中段木栈道,靠近孔学堂方向
• 技巧:侧身走在栈道上,让朋友从远处抓拍,落叶飘落时连拍,动态感绝了!
• 穿搭建议:JK制服/汉服,和秋日氛围超搭~
3芦苇荡
• 定位:南区靠近花溪公园入口处
• 技巧:蹲在芦苇丛中,用芦苇当前景,虚化背景,拍出“被自然包围”的治愈感!
• 注意:芦苇杆较脆,别用力拉扯哦~
4孔学堂红墙
• 定位:十里河滩中段",,,,,,,,,,,,,
xhs-review-095361ef5a9feef0c2b4a916,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,69b612a3000000001a0328c5,贵阳孔学堂丨十里河滩畔的儒风雅景,春华秋拾,2026-03-15,https://www.xiaohongshu.com/explore/69b612a3000000001a0328c5?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳孔学堂丨十里河滩畔的儒风雅景
贵阳孔学堂|十里河滩畔的儒风雅韵,免费沉浸式国风漫游
贵阳孔学堂坐落于花溪十里河滩、大将山脚下,是集儒学传承、国学体验、古风打卡于一体的文化地标。青砖黛瓦、飞檐翘角依山水而建,既藏着中式礼制的庄重,又融于贵阳的灵秀山水,逛下来清净治愈、出片率拉满,全程免费开放,是贵阳必游的文化秘境。
地址:贵阳市花溪区清溪路212号",,,,,,,,,,,,,
xhs-review-82f6ce9fed87e4558828e249,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,69d1c38c000000002003b5ff,"这个草好像麦子,拍照巨好看!",陈可忆,2026-04-05,https://www.xiaohongshu.com/explore/69d1c38c000000002003b5ff?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"这个草好像麦子,拍照巨好看!
在花溪十里河滩发现一片疑似麦子的青草,拍照很好看,很有青春活力感,搭配粉色的单车,太出片了。

攻略:导航孔学堂,孔学堂十里河滩入口处为起点,那里很多租单车的,我租的粉色的20元,18点前还就好,挺便宜;然后入口出骑进去,因为人很多,必要推车(很多小孩车技一般,要注意),往里面走几百米,就能看见下面的青草,很大一片,河边方向也能拍照,找好角度,疯狂出片。

建议:带上露营野餐毯子,铺起在附近,还是吃吃喝喝拍拍照打打游戏啥的,想想",,,,,,,,,,,,,
xhs-review-3faeb70a28f5c511910661bf,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a0e62f5000000000802688c,贵阳孔学堂|雨天独享整座书院,爱六达的丽姐姐,2026-05-21,https://www.xiaohongshu.com/explore/6a0e62f5000000000802688c?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳孔学堂|雨天独享整座书院
不知道从什么时候开始
每到一座城市,总会偏爱所有和「书院」有关的地方
古朴、安静、有底蕴、自带温柔气场,总舍不得错过。
这次顺路来到贵阳孔学堂
刚好遇上淅淅沥沥的雨天
意外解锁了几乎包场的静谧时刻
偌大的学堂庭院、长廊、古建
除了我们,几乎没有游客
雨天的书院太绝了——
青石地面湿漉漉反光,屋檐落雨",,,,,,,,,,,,,
xhs-review-2482798dcd2c8875d3c48d15,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a102a9c000000003503a4a4,"十里河滩|贵阳
花溪十里河滩是贵阳城市绿肺、国家级湿地公园,免费开放,全长",汉庭贵阳花果园白宫艺术中心酒店,2026-05-22,https://www.xiaohongshu.com/explore/6a102a9c000000003503a4a4?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"/次;周末9点前到才有位。
- 打车:市区→十里河滩约30–50元,30–40分钟 。
必打卡景点(由北向南)
1. 黄金大道:法国梧桐长廊,秋季金黄落叶绝美,必拍 。
2. 水杉林(水上森林):水中水杉+木栈道,夏日清凉、秋冬红棕,出片圣地 。
3. 麦翁布依古寨:600年古村,吃糍粑、体验扎染、听布依歌 。
4. 孔学堂:汉唐风格建筑群,免费,登高俯瞰河滩全景 。
5. 湿地芦苇荡:秋季白茫茫芦苇,观白鹭、拍氛围感大片 。
6. 乡愁桥/水上栈桥:跨河木桥,晨雾/日落时仙气十足。
游玩路线(经典)
北入口 → 租自行车(15元/小时)→ 黄金大道 → 水杉林 → 麦翁古寨(午餐)→ 孔学堂 → 返程,约3小时 。
一日深度
北入口 →",,,,,,,,,,,,,
xhs-review-de3191c62f11e34f7db7f7f3,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a194bed000000003502a7cf,"孔学堂是贵阳著名的国风文化地标,以其宏大的汉唐风格建筑和浓厚的文化氛围著称,非常",汉庭贵阳花果园白宫艺术中心酒店,2026-05-29,https://www.xiaohongshu.com/explore/6a194bed000000003502a7cf?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"孔学堂是贵阳著名的国风文化地标,以其宏大的汉唐风格建筑和浓厚的文化氛围著称,非常
孔学堂是贵阳著名的国风文化地标,以其宏大的汉唐风格建筑和浓厚的文化氛围著称,非常适合拍照打卡和休闲游览。

景点概览

地址:贵阳市花溪区花溪大道南段(花溪国家城市湿地公园中段)。

开放时间:每日 09:00-17:00。

门票:免费开放。

建议游玩时长:2-3",,,,,,,,,,,,,
xhs-review-c0f62c391bbd4d6de90c7527,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a3cd382000000000f00610b,贵阳本周末赏荷最美公园之一,Melody,2026-06-25,https://www.xiaohongshu.com/explore/6a3cd382000000000f00610b?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"荷最美公园之一
六月末,这里的荷花已美成印象派水墨画,在七月 贵阳周边的荷花也将会陆续迎来盛花期。这里地铁直达,离花溪城区仅只有几分钟车程,今年的荷花感觉比去年开得还好,放心去打卡拍照真的一绝!!如果在阳光的映射下一定会更美...
实拍于2026.6.25,目前荷花只开了六成,预计七月上旬迎来盛花期
-
花溪湿地公园(孔学堂西门旁)
地铁3号线孔学堂站B口出,步行15分钟
🅿自驾的可选择把车停在孔学堂1号停车场内,3元/小时
#贵阳周边游[话题]# #周末去哪儿[话题]# #花情实况播报[话题]# #小众赏花地[话题]# #贵阳拍照[话题]# #荷花[话题]# #荷花池[话题]# #荷花拍照[话题]# #贵阳旅游攻略[话题]# #贵阳[话题]#",,,,,,,,,,,,,
xhs-review-7da1e5433375d6a9b90ac549,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a4648180000000011019284,"晚风吻尽荷花叶,十里河滩接住整个夏夜",MAY在路上遇见世界🌎,2026-07-02,https://www.xiaohongshu.com/explore/6a4648180000000011019284?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"晚风吻尽荷花叶,十里河滩接住整个夏夜
燥热的三伏天即将开启,孔学堂一旁的荷花已就位。整片荷塘面积开阔,粉白荷花错落散布,随便走走都能找到不错的拍照点位。荷叶郁郁葱葱,叶片长得宽大饱满,目前荷花大半都还是花苞,再过几天花开成片观感会更好。

交通:
地铁3号线孔学堂B口出直行几百米右手边上桥走到桥尽头的小卖部旁就是荷花池
自驾导航:花溪·孔学堂西门(也就是正门)

游玩小tips:
池塘边蚊虫特别多,",,,,,,,,,,,,,
xhs-review-ce399f72aafb774e31a38df0,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a4bbb0600000000080250d6,花溪十里河滩|治愈系的绿,CBKR,2026-07-06,https://www.xiaohongshu.com/explore/6a4bbb0600000000080250d6?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"花溪十里河滩|治愈系的绿
无绿不夏
树与光,是夏天的味道
十里河滩,是童年的味道

每次遇到好天气,想出门走走,不知道去哪里的时候就会来到花溪十里河滩边,总是能看到不一样的风景,去年秋天的红杉还在记忆里未褪色,今年夏天的绿又闯了进来~

孔学堂入口,居然还有大片的荷花,看到有穿旗袍、新中式、古装的小姐姐们在这里拍照,大家都在享受这个夏天呢~(孔学堂可以直接停地下停车场🅿也非常方便。)

注意防晒和蚊虫哟,水边的虫子真的不是一般的毒[笑哭R]#我拍到了夏天的味道[话题]# #绿色大自然[话题]# #小森林氧吧[话题]# #光落在绿意里[话题]# #薯队长[话题]#",,,,,,,,,,,,,
xhs-review-3f592c018dfe907a43739c6e,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a538b11000000000702d0f4,雨后荷叶,小红薯6083F978,2026-07-12,https://www.xiaohongshu.com/explore/6a538b11000000000702d0f4?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"雨后荷叶
每年七八月,贵阳的浪漫藏在孔学堂的千亩荷塘里,青山环绕、亭台映荷,满眼治愈绿意,逛完荷花就近住汉庭十里河滩湿地公园店,一站式山水慢游,避暑遛娃、闺蜜拍照都适配!
不用奔赴远方,就能邂逅一整片江南风荷塘。刚走进园区,扑面而来的荷叶清香冲淡夏日燥热,大片碧绿荷叶铺满池塘,粉白荷花错落挺立,有的花苞含苞待放,有的肆意盛放,水珠滚落在荷叶中心,风吹过轻轻晃动,随手一拍都",,,,,,,,,,,,,
xhs-review-83c5545e09980bcff6b22264,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a7c8c94000000002403ea25,贵州第七站花溪孔学堂,袁某人,2026-08-13,https://www.xiaohongshu.com/explore/6a7c8c94000000002403ea25?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵州第七站花溪孔学堂
走遍大地神州,醉美多彩贵州
只可远观而不可亵玩焉,属实手短够不到[失望R]
导航到孔学堂右手边就是一片荷花,不需要门票。
门口可以买花束35元。#贵州旅游攻略[话题]# #贵州打卡[话题]# #贵州贵阳[话题]##贵州美食[话题]# #荷花[话题]#",,,,,,,,,,,,,
xhs-review-e8df3a197ebdd250dd31472f,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a841b380000000025010159,"贵阳孔学堂|闹市旁的古风书院,静心好去处",日富一日,2026-08-18,https://www.xiaohongshu.com/explore/6a841b380000000025010159?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳孔学堂|闹市旁的古风书院,静心好去处
寻一处静谧,走进孔学堂。
古建长廊、圣贤浮雕,浓厚的书香扑面而来。
漫步亭台院落,看云朵漫过屋檐,沉浸式感受传统文化韵味。
重点:免门票入园,上下山都可以乘坐电梯,出行超省心!
远离城市喧嚣,慢下来独享这份宁静与风雅
#贵阳孔学堂[话题]#
#贵阳周末好去处[话题]#
#贵阳小众打卡[话",,,,,,,,,,,,,
xhs-review-634313d3b59ad8daf2823a79,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a87f26a000000002702939e,我在贵阳发现了出片圣地—花溪十里河滩,我是九五,2026-08-21,https://www.xiaohongshu.com/explore/6a87f26a000000002702939e?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,是,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"我在贵阳发现了出片圣地—花溪十里河滩
如果你想,你可以在十里河滩拍完一整个夏天!

门票:全程免费
时间:全天24小时
游玩时长:纯徒步2–3小时

一、交通指南(地铁最方便)

1.地铁3号线:
乘坐3号线到花溪公园站B口从南门进,过白石桥后往孔学堂的方向走,几分钟就可以看见花海(注意不要从十里河滩站下,那边是公园中段,离花海还有很远的距离),如果在十里河滩站下的话可以去水上乐园和黄金大道

2.公交
203、204、248路 → 花溪公园站 / 董家堰站下车

打卡机位
1.花海:夏秋格桑花,沿着木栅栏侧身拍摄;低角度以花海+远山喀斯特峰林为背景,穿浅色裙子超适

2.",,,,,,,,,,,,,
xhs-review-2eac127ccf86ff4a1691319c,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6a9c2f60000000002a0049e2,贵阳孔学堂|画展陪拍窗边光影太出片,创业心（陪拍版📸,2026-09-05,https://www.xiaohongshu.com/explore/6a9c2f60000000002a0049e2?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳孔学堂|画展陪拍窗边光影太出片
来孔学堂看画展千万别只拍展品!!
展厅这个落地玻璃窗真的绝了
自然光打在头发上自带发光发丝效果
不用复杂姿势,简简单单就很有氛围感
黑外套+暖调卷发和展厅清冷环境适配度拉满
看展不一定要穿小裙子
松弛日常感拍出来反而更有故事感

陪拍小tips
▪窗边侧光,抓逆光发丝,氛围感直接拉满
▪不用一",,,,,,,,,,,,,
xhs-review-742ebcb237488f48f8f3f644,1,GYTRAVEL-HV-20260916-0108,scenic_amap_B03530RNBF,ScenicArea,孔学堂,花溪区,6aa68ca6000000000b035e7a,花溪公园·十里河滩|贵阳近郊治愈湿地攻略,多乐,2026-09-13,https://www.xiaohongshu.com/explore/6aa68ca6000000000b035e7a?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,是,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"地攻略
贵阳近郊最治愈的免费秘境,当属花溪十里河滩湿地公园。素有“十里河滩明如镜”的美誉,花溪河蜿蜒穿境,湿地、河滩、林木、田园相融,四季绿意常青,气温清凉舒适,是本地人散步吸氧、拍照散心、亲子出游的首选地。
推荐全程平缓省心游玩路线:地铁3号线花溪公园站B口入园→花溪平桥→荷塘木栈道→芦苇湿地步道→乡愁桥→黄金大道→孔学堂,全程无爬坡,步行骑行皆可,轻松不累。
入园首打卡花溪平桥,石桥横卧碧波,两岸绿树成荫,河水清澈灵动,是景区标志性温柔机位。夏季荷塘栈道绿意满溢,荷叶田田、清风拂面,清新治愈。秋日芦苇栈道氛围感拉满,随风摇曳的芦苇层层叠叠,光影温柔,随手拍出森系大片。
漫步乡愁桥可俯瞰整片河滩全景,碧水绿植相映成画。继续前行至黄金大道",,,,,,,,,,,,,
xhs-review-8881585ea0aa6b240f3f63af,1,GYTRAVEL-HV-20260916-0109,scenic_amap_B03530Q0QW,ScenicArea,香纸沟,乌当区,67e23fcd000000001b03fa99,文旅·香纸沟非遗探秘 | 72道古法造纸,小白,2025-03-25,https://www.xiaohongshu.com/explore/67e23fcd000000001b03fa99?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"文旅·香纸沟非遗探秘 | 72道古法造纸
【触摸600年时光】
**坐标:贵阳乌当区·香纸沟**
距市区36公里,藏于竹海间的“蔡伦古法造纸活化石之乡”。山水秘境+布依风情,每一张纸都是匠人与自然的千年契约。
---
### **山水与人文的双重诗篇**
- **秘境风光**:香纸瀑布、龙井湾竹林、原始溶洞,森系大片随手拍。
- **布依",,,,,,,,,,,,,
xhs-review-7670b1b1f6bc02375cbb8eef,1,GYTRAVEL-HV-20260916-0109,scenic_amap_B03530Q0QW,ScenicArea,香纸沟,乌当区,6803561e000000001d01e4e7,小狗!玩水!瀑布!溯溪!徒步!,龙珠小狗,2025-04-19,https://www.xiaohongshu.com/explore/6803561e000000001d01e4e7?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,否,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"小狗!玩水!瀑布!溯溪!徒步!
地点分享:贵阳香纸沟梭罗树-露营地(导航)(距离贵阳市区50分钟)
🅿停 车:到达地点后,可以把车停在南静寺门口
具体位置:到达导航地后,顺着南静寺门口的道路直走600米左右,顺着栈道直行,在上坡前遇到的第一个小石桥左侧下水。(在瀑布玩开心后,可以继续上坡,会遇到一段非常平坦且水流缓慢的路段)
!!!!
注意事项:
1、途径村内完全没有野狗,只",,,,,,,,,,,,,
xhs-review-b3739938ac9bc03760b43eed,1,GYTRAVEL-HV-20260916-0109,scenic_amap_B03530Q0QW,ScenicArea,香纸沟,乌当区,6820b7ee000000000c03ae77,贵阳出发1h到的玩水好去处,矜湘湘,2025-05-11,https://www.xiaohongshu.com/explore/6820b7ee000000000c03ae77?xsec_token_redacted=1&xsec_source=pc_dots,待语义审核,否,是,否,否,否,否,,visitorDemandScenarios、ugcPoiSubtype、ugcLocationDescription,"贵阳出发1h到的玩水好去处
夏天来了,到了贵州玩水的季节。今天去了一个新的贵阳周边小众秘境,这里给大家分享一下

位置:贵阳贵阳乌当区香纸沟梭罗树(南静寺)
交通:自驾 贵阳出发1小时到达 方便停车 不收停车

当地情况:
1、是一个半开发的景区(景区没有工作人员值守),沿途路上你可以买到一些零食忘记带的东西有乡村超市,有农家乐,到达目的地之后长廊那会有一些小吃
2、不需要门票,不需要停车费,图片中的瀑布走8分钟左右就能到
3、路很好找,下车后前方就一条大道通往",,,,,,,,,,,,,
