发现序号,酒店ID,酒店名称,列表价格,评分,点评数,星级/钻级,地址/区域,详情URL,列表原始URL,发现来源,首次发现轮次,首次发现时间
510,5524344,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=5524344&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
511,134610432,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond2_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=134610432&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
512,108842630,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=108842630&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
513,130412121,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=130412121&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
514,98945532,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=98945532&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
515,128890140,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 2, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond2_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=128890140&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
516,62282760,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=62282760&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
517,1340720,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1340720&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
518,702683,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702683&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
519,702827,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702827&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,50,2026-08-30 23:44:34
520,56161658,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=56161658&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
521,1292635,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1292635&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
522,120781130,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120781130&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
523,701050,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701050&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
524,703121,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=703121&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
525,1497031,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1497031&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
526,6231781,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=6231781&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
527,996724,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996724&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
528,54710576,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=54710576&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,51,2026-08-30 23:44:44
529,1306382,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1306382&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
530,701048,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701048&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
531,702811,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702811&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
532,2199501,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2199501&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
533,1517786,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1517786&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
534,996737,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=996737&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
535,702976,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702976&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
536,702540,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=702540&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
537,701868,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701868&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
538,120440200,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=120440200&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,52,2026-08-30 23:44:55
539,701973,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=701973&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
540,2199041,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=2199041&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
541,12143720,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 5, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond5_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=12143720&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
542,124225015,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=124225015&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
543,11054263,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=11054263&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
544,101175495,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=101175495&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
545,1509548,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=1509548&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
546,132929006,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 3, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond3_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=132929006&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
547,48900753,曼谷尊贵比左特尔酒店,261,4.4,1225,"{'star': 4, 'starType': 0, 'starIconUrl': 'https://webresource.c-ctrip.com/ResH5HotelOnline/R1/hotel_detail_icon_diamond4_20180824.png'}",水门市场 · 近四面佛查看地图,https://hotels.ctrip.com/hotels/detail/?cityEnName=Bangkok&cityId=359&hotelId=48900753&checkIn=2026-09-28&checkOut=2026-09-29&adult=1&children=0&crn=1&ages=&curr=CNY&barcurr=CNY&hotelType=normal&display=incavg,,DOM属性|网络响应:https://m.ctrip.com/restapi/soa2/34951/fetchHotelList,53,2026-08-30 23:45:06
