Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,价格等级,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJMQjUMBiZ4jARoQNXjOL2DW8,美食餐饮,มาดามตั้งโต๊ะสี ลูกชิ้นปลาอินทรีย์แท้ 100%,มาดามตั้งโต๊ะสี ลูกชิ้นปลาอินทรีย์แท้ 100%,noodle_shop,面馆,4.3,82,PRICE_LEVEL_INEXPENSIVE,"210 ถ. เจริญกรุง Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.746134,100.504849,邦巴沙都拍县,班巴区,星期一: 09:00–16:00 | 星期二: 09:00–16:00 | 星期三: 09:00–16:00 | 星期四: 09:00–16:00 | 星期五: 09:00–16:00 | 星期六: 09:00–16:00 | 星期日: 休息,+66 2 222 4785,,外带|堂食,,https://maps.google.com/?cid=8002323565784794017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJJdAk00-Z4jAR1fUZi2RZ_Vk,美食餐饮,ราชาก๋วยเตี๋ยวเป็ด ป้อมจักรวรรดิ,ราชาก๋วยเตี๋ยวเป็ด ป้อมจักรวรรดิ,noodle_shop,面馆,4.5,49,PRICE_LEVEL_INEXPENSIVE,"385 1 Song Wat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740668,100.501753,三攀他旺县,差甲瓦區,星期一: 08:00–23:00 | 星期二: 08:00–23:00 | 星期三: 08:00–23:00 | 星期四: 08:00–23:00 | 星期五: 08:00–23:00 | 星期六: 08:00–15:00 | 星期日: 休息,,,外带|堂食,,https://maps.google.com/?cid=6484437326848718293&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJUYaLQQCZ4jAREMhS4zsrjiQ,美食餐饮,ราชาบะหมี่เกี๊ยว เสียววุ้ยส์ (ทางเข้าที่จอดรถโลตัส),,noodle_shop,面馆,,,,"Pichaiyat Building, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741762,100.508432,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=2634090368275236880&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJBW7XFQCZ4jARWhxZXTCYgIc,美食餐饮,ราดหน้ายอดผัก นายเคี้ยง เอ็มไพร์ วัดราชบพิธ,,noodle_shop,面馆,,,,"18 8 Soi Mahannop 2, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753007,100.499962,拍那空县,大秋千区,,,,,,https://maps.google.com/?cid=9763971325631208538&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJeWAJPMqZ4jARtsFGE6YsJDo,美食餐饮,ร้าน ก๋วยเตี๋ยวลูกชิ้นปลาหน้าตลาดตรอกหม้อ,ร้าน ก๋วยเตี๋ยวลูกชิ้นปลาหน้าตลาดตรอกหม้อ,noodle_shop,面馆,4.0,2,,"เลขที่ . วัดราชบพิธ Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749747,100.49919,拍那空县,拉差博披寺区,星期一: 08:30–14:30 | 星期二: 08:30–14:30 | 星期三: 08:30–14:30 | 星期四: 08:30–14:30 | 星期五: 08:30–14:30 | 星期六: 08:30–14:30 | 星期日: 休息,+66 91 027 8698,,外带|堂食,,https://maps.google.com/?cid=4189522645161001398&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJwb-B2WeZ4jAR0SY7Cw5EXQE,美食餐饮,ร้าน.ก๋วยเตี๋ยวต้มยำ เย็นตาโฟ บะหมี่เกี๊ยวน้ำ (พี่ยุ้ย),,noodle_shop,面馆,,,,"Ruam Yang Market, Khwaeng Dusit, Khet Dusit, Krung Thep Maha Nakhon 10300",13.768611,100.502889,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=98309593980675793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJhQnDMrGZ4jARCRAnln8H_lc,美食餐饮,ร้านกินเส้น ณ ภูเขาทอง ขนมจีนน้ำยาปู ( KINSEN ),ร้านกินเส้น ณ ภูเขาทอง ขนมจีนน้ำยาปู ( KINSEN ),noodle_shop,面馆,5.0,28,PRICE_LEVEL_INEXPENSIVE,"344 วัดสระเกศ Khwaeng Ban Bat, ป้อมปราบ, Krung Thep Maha Nakhon 10100",13.75416,100.507515,邦巴沙都拍县,班巴区,星期一: 09:00–16:00 | 星期二: 09:00–16:00 | 星期三: 休息 | 星期四: 09:00–16:00 | 星期五: 09:00–16:00 | 星期六: 08:00–16:00 | 星期日: 08:00–16:00,+66 61 551 4199,,外带|堂食,,https://maps.google.com/?cid=6340513569945620489&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJxcNBPU-Z4jARltaBr1wfnFI,美食餐饮,ร้านก๋วยจั๊บญวนโบ๊เบ๊สะพาน5,,noodle_shop,面馆,,,,"308 22 Bobae Market 5th Bridge, Khwaeng Si Yaek Maha Nak, Khet Dusit, Krung Thep Maha Nakhon 10300",13.753254,100.517989,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=5952667290418927254&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOfCBE7SZ4jARPaBCfg4L4Ls,美食餐饮,ร้านก๋วยเตี๋ยว,,noodle_shop,面馆,,,,"5, 4 Thanon Arun Amarin, Khwaeng Siriraj, Khet Bangkok Noi, Krung Thep Maha Nakhon 10700",13.756067,100.485581,曼谷蓮縣,Sirirat,,,,,,https://maps.google.com/?cid=13537832636751454269&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJL4E8dBmZ4jARlHHEGqSUnoc,美食餐饮,ร้านก๋วยเตี๋ยว ต.โชคชัย,ร้านก๋วยเตี๋ยว ต.โชคชัย,noodle_shop,面馆,4.4,97,PRICE_LEVEL_INEXPENSIVE,"15 Soi Wanit 1, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.744203,100.502574,三攀他旺县,差甲瓦區,星期一: 08:30–16:00 | 星期二: 08:30–16:00 | 星期三: 08:30–16:00 | 星期四: 08:30–16:00 | 星期五: 08:30–16:00 | 星期六: 08:30–16:00 | 星期日: 08:30–16:00,,,外带|堂食|供应甜品,,https://maps.google.com/?cid=9772411673985184148&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJW9yvMiaZ4jARboF3zAqKlac,美食餐饮,ร้านก๋วยเตี๋ยวลูกชิ้นแคระ ป้า&จ๊อบ,,noodle_shop,面馆,,,,"QF6X+GW3 ตลาด Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761262,100.499792,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=12075709754848543086&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJFctGGQCZ4jAR-ohraiOqWVg,美食餐饮,ร้านก๋วยเตี๋ยวหลอด,ร้านก๋วยเตี๋ยวหลอด,noodle_shop,面馆,4.0,1,,"305 ถ. เจริญกรุง Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.744845,100.506927,邦巴沙都拍县,Pom Prap,,,,外带|堂食,,https://maps.google.com/?cid=6366306617350916346&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJlSA2n-OZ4jARLO4cGa3urbo,美食餐饮,ร้านก๋วยเตี๋ยวเจ๊เหวียน ต้มยำ เย็นตาโฟ,,noodle_shop,面馆,,,,"ใกล้ๆสอนขับรถ ส.สะพานมอญ วัดกัณยาณ 2 ถนน เทศบาล สาย Khwaeng Wang Burapha Phirom, Khet Thon Buri, Krung Thep Maha Nakhon 10600",13.747406,100.496666,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=13451670089243618860&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJWS0ceoCZ4jARavgJz3p6L6c,美食餐饮,ร้านก๋วยเตี๋ยวเจ๊เฮียง,,noodle_shop,面馆,,,,"330 Yaowarat Rd, Khwaeng Chakkrawat, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741329,100.507786,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=12046982196117502058&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJBzMXRACZ4jARhvtBmsHTTD0,美食餐饮,ร้านก๋วยเตี๋ยวเป็ด ปากคลองตลาด,ร้านก๋วยเตี๋ยวเป็ด ปากคลองตลาด,noodle_shop,面馆,4.0,11,,"PFVW+35P, Chakkraphet Rd, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.742757,100.49535,拍那空县,三王府区,,,,外带|堂食|供应午餐,,https://maps.google.com/?cid=4417138163013778310&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJBaJk5wqZ4jARx8kPbJ3aFPs,美食餐饮,ร้านก๋วยเตี๋ยวไหหลำ,ร้านก๋วยเตี๋ยวไหหลำ,noodle_shop,面馆,5.0,5,,"110 Soi Samran Rat, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752832,100.503831,拍那空县,巴杜披,,,,外带|堂食,,https://maps.google.com/?cid=18092325972711819719&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJcRIi4lyZ4jARmeb61kv6-1Q,美食餐饮,ร้านตี๋ก๋วยเตี๋ยวแคะลูกชิ้นปลา,,noodle_shop,面馆,,,,"379 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.740815,100.509161,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=6123763321976579737&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJe6wlTISZ4jAR1qUwW-0h7Aw,美食餐饮,ร้านศิริโภชนา,ร้านศิริโภชนา,noodle_shop,面馆,4.6,45,PRICE_LEVEL_INEXPENSIVE,"บ้านเลขที่18, 18 Thanon Burana Sat, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.754602,100.49707,拍那空县,虎神庙区,星期一: 休息 | 星期二: 09:00–15:30 | 星期三: 09:00–15:30 | 星期四: 09:00–15:30 | 星期五: 09:00–15:30 | 星期六: 09:00–15:30 | 星期日: 09:00–15:30,+66 87 681 8756,,有洗手间|外带|堂食,,https://maps.google.com/?cid=931156526279730646&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJD7AI62CZ4jARgQDzDqtRSMc,美食餐饮,ร้านเจ้แอ๊ด ก๋วยเตี๋ยวเป็ดพะโล้ตุ๋นยาจีน,ร้านเจ้แอ๊ด ก๋วยเตี๋ยวเป็ดพะโล้ตุ๋นยาจีน,noodle_shop,面馆,4.7,10,,"340 Phlap Phla Chai Rd, ป้อมปราบ Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.744931,100.510767,邦巴沙都拍县,Pom Prap,星期一: 08:00–15:00 | 星期二: 08:00–15:00 | 星期三: 08:00–15:00 | 星期四: 08:00–15:00 | 星期五: 08:00–15:00 | 星期六: 08:00–15:00 | 星期日: 08:00–15:00,+66 83 130 4310,,外带|配送|堂食,,https://maps.google.com/?cid=14359817207002890369&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ4U95fjRPACERVz8uEuIC0uw,美食餐饮,ร้านเตี๋ยวป้าอ้อย ตลาดโบ๊เบ๊,,noodle_shop,面馆,,,,"1082 Krung Kasem Rd, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.754634,100.516916,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=17064705108051115863&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJmfE-BYaZ4jARYRBSc4zvjOc,美食餐饮,ร้านเย็นตาโฟเส้นปลา,,noodle_shop,面馆,,,,"103 Chakrabongse Rd, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760953,100.496824,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=16684974106010062945&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJoYWQSmiZ4jARKjf3ACdU4Sw,美食餐饮,ร้านโสภณลูกชิ้นหมู(เทเวศร์),,noodle_shop,面馆,,,,"206, 208 Krung Kasem Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76728,100.505662,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=3233958533925386026&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJQUkbNECZ4jAR6y2u60bspcI,美食餐饮,ลูกชิ้นปลาอึ้งกิมเซ้ง,,noodle_shop,面馆,,,,"16 Dismark Rd, Khwaeng Wat Thepsirin, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748061,100.509305,邦巴沙都拍县,班巴区,,,,,,https://maps.google.com/?cid=14025876403861204459&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ548gYj2Z4jARF1H2lvCqDt8,美食餐饮,ลูกชิ้นหมู นายฮั่ง,ลูกชิ้นหมู นายฮั่ง,noodle_shop,面馆,3.8,6,,"194 Worachak Rd, Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.748787,100.50716,邦巴沙都拍县,班巴区,星期一: 06:00–19:00 | 星期二: 06:00–19:00 | 星期三: 06:00–19:00 | 星期四: 06:00–19:00 | 星期五: 06:00–19:00 | 星期六: 06:00–19:00 | 星期日: 06:00–19:00,+66 85 225 2855,,外带|堂食,,https://maps.google.com/?cid=16072972070433476887&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJfTca8ziZ4jARWhImMglBono,美食餐饮,ลูกชิ้นเนื้อวัวแท้โกเด้ง,,noodle_shop,面馆,,,,"เลขที่ 113 Prachathipatai Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763324,100.504657,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=8836696926606201434&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJRSIMTUyZ4jARVQ61II1sbKs,美食餐饮,ศรีสมรก๋วยเตี๋ยวสุโขทัย,,noodle_shop,面馆,,,,"306 Nakhon Sawan 5, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759431,100.511424,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=12352367231365353045&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJnSKuacSZ4jARc47cPevIqR8,美食餐饮,สมหมาย ก๋วยเตี๋ยวหมูน้ำตก,,noodle_shop,面馆,,,,"339, 3 Thanon Tanao, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752843,100.497869,拍那空县,虎神庙区,,,,,,https://maps.google.com/?cid=2281575598920601203&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJyeetADKZ4jARzTd2d4e5Qmg,美食餐饮,สะพานเหล็กก๋วยเตี่ยวโบราณ,สะพานเหล็กก๋วยเตี่ยวโบราณ,noodle_shop,面馆,,,,"213 215 ถ. เจริญกรุง Khwaeng Ban Bat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.746697,100.504537,邦巴沙都拍县,班巴区,,+66 2 222 2224,,外带|堂食,,https://maps.google.com/?cid=7512771119883368397&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJETSTvECZ4jARc4qTa7pmeQc,美食餐饮,สุวิมลก๋วยเตี๋ยวแคะ (Suwimon Kae Noodle) ตลาดนางเลิ้ง,,noodle_shop,面馆,,,,"QG56+MRR, Nakhon Sawan Rd, Khwaeng Wat Sommanat, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.759229,100.512015,邦巴沙都拍县,Wat Sommanat,,,,,,https://maps.google.com/?cid=538574581302266483&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJFeXd3SKZ4jARyMdMCGXUhF0,美食餐饮,หลีเฮง เย็นตาโฟ สาขารพ.กลาง,หลีเฮง เย็นตาโฟ สาขารพ.กลาง,noodle_shop,面馆,3.7,63,PRICE_LEVEL_INEXPENSIVE,"67 Thanon Suea Pa, Khwaeng Pom Prap, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.745706,100.509653,邦巴沙都拍县,Wat Thep Sirin,星期一: 07:00–16:00 | 星期二: 07:00–16:00 | 星期三: 07:00–16:00 | 星期四: 07:00–16:00 | 星期五: 07:00–16:00 | 星期六: 07:00–16:00 | 星期日: 07:00–16:00,+66 64 798 2456,,有洗手间|外带|堂食,,https://maps.google.com/?cid=6738744472849139656&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ7yTSoM2Z4jARZsYt4HhI36c,美食餐饮,หล่อเด็ดก๋วยเตี๋ยวต้มยำสุโขทัย,หล่อเด็ด ก๋วยเตี๋ยวต้มยำสุโขทัย,noodle_shop,面馆,4.6,42,PRICE_LEVEL_INEXPENSIVE,"100 Soi Samran Rat, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75277,100.504038,拍那空县,巴杜披,星期一: 10:30–16:00 | 星期二: 10:30–16:00 | 星期三: 10:30–16:00 | 星期四: 10:30–16:00 | 星期五: 10:30–16:00 | 星期六: 10:30–16:00 | 星期日: 休息,,,有洗手间|外带|配送|堂食,,https://maps.google.com/?cid=12096466808134813286&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ7XKuTD-Z4jAR42CdRDIstMQ,美食餐饮,หอมฟุ้ง ก๋วยเตี๋ยวต้มยำ วัดสุทัศน์(เสาชิงช้า) Homfung Noodle,,noodle_shop,面馆,,,,"วัดราชบพิธ 2 Thanon Unakan, Khwaeng Wat Ratchabophit, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.749331,100.501415,拍那空县,拉差博披寺区,,,,,,https://maps.google.com/?cid=14174002521652945123&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJB0yX6NeZ4jARbG3XymJ7Ydw,美食餐饮,อร่อยเด็ด 56ถนนดินสอ,อร่อยเด็ด 56ถนนดินสอ,noodle_shop,面馆,4.7,88,PRICE_LEVEL_INEXPENSIVE,"56 Dinso Rd, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75833,100.502173,拍那空县,波稳尼威区,星期一: 06:00–16:00 | 星期二: 06:00–16:00 | 星期三: 06:00–16:00 | 星期四: 06:00–16:00 | 星期五: 06:00–16:00 | 星期六: 休息 | 星期日: 休息,+66 2 282 9611,,有洗手间|外带|配送|堂食|路边取餐,,https://maps.google.com/?cid=15880109425325206892&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJD5C2YQCZ4jAR2SiL21oy6_M,美食餐饮,อาง้วง ลูกชิ้นปลาเวิ้งนาครเขษม สาขาวังบูรพาภิรมย์(เจริญกรุง 6 ),,noodle_shop,面馆,,,,"บูรพาภิรมย์ 27 Soi Sap Sin, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.746348,100.502138,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=17576197336555268313&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJcUBGLcyZ4jAR-AjuNOMEp0k,美食餐饮,อาร์ต ก๋วยเตี๋ยวลูกชิ้นปลา - ลูกชิ้นแคะ,,noodle_shop,面馆,,,,"Soi Lan Luang 10, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.756031,100.514814,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=5307216059771521272&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJU9b3mHeZ4jAR4WUHAvqt8U4,美食餐饮,อิ่มจังก๋วยเตี๋ยวไก่มะระ ถนนอำนวยสงคราม,อิ่มจังก๋วยเตี๋ยวไก่มะระ ถนนอำนวยสงคราม,noodle_shop,面馆,,,,"282 Parinayok Soi 1, นครไชยศรี Khet Dusit, Krung Thep Maha Nakhon 10300",13.759259,100.505429,拍那空县,波稳尼威区,星期一: 07:30–17:30 | 星期二: 07:30–17:30 | 星期三: 07:30–17:30 | 星期四: 07:30–17:30 | 星期五: 07:30–17:30 | 星期六: 07:30–17:30 | 星期日: 07:30–17:30,+66 92 670 1579,,外带,,https://maps.google.com/?cid=5688519093633115617&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJaTBWcQCZ4jARaO46YOs7Gmg,美食餐饮,เจ้เปิ้ลก๋วยเตี๋ยวต้มยำสุโขทัย,,noodle_shop,面馆,,,,"401 Soi Maen Si 2, Khwaeng Khlong Maha Nak, Khet Pom Prap Sattru Phai, Krung Thep Maha Nakhon 10100",13.75382,100.512072,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=7501374011456810600&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_YEHdbSZ4jAR7Kr93mCYdTg,美食餐饮,เจ๊ณี ราชาบะหมี่เกี๊ยว,,noodle_shop,面馆,,,,"439 Mangkon Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.74267,100.508645,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=4068325380224559852&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJTfndxGiZ4jARqY1uKyDa08A,美食餐饮,เจ๊อ้วน สาขา2,,noodle_shop,面馆,,,,"248/1 Thanon Samsen, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.768133,100.502547,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=13894689107070586281&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJj9MbkxGZ4jARO2WPHqpOOqY,美食餐饮,เจ๊เพ็ญก๋วยเตี๋ยวจีนแคะหมูตุ๋น / JPEN hakka noodle,เจ๊เพ็ญก๋วยเตี๋ยวจีนแคะหมูตุ๋น / JPEN hakka noodle,noodle_shop,面馆,4.6,98,PRICE_LEVEL_INEXPENSIVE,"55/1 Phraeng Phuthon Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752133,100.497255,拍那空县,虎神庙区,星期一: 09:30–16:00 | 星期二: 09:30–16:00 | 星期三: 09:30–16:00 | 星期四: 09:30–16:00 | 星期五: 09:30–16:00 | 星期六: 09:30–16:00 | 星期日: 休息,+66 96 702 7888,,外带|配送|堂食|供应早午餐|供应午餐|供应晚餐,,https://maps.google.com/?cid=11977972651509376315&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-0XpWRiZ4jAR9NfkHVWBimE,美食餐饮,เตี๋ยวเรือเสาชิงช้า,,noodle_shop,面馆,,,,"224 Samran Rat, Khwaeng Samran Rat, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.752037,100.504047,拍那空县,巴杜披,,,,,,https://maps.google.com/?cid=7028572371038820340&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_67aq7KZ4jARiiCAy0oB2HU,美食餐饮,เปลว ก๋วยเตี๋ยวต้มยำโบราณนครปฐม สาขาเทเวศร์,,noodle_shop,面馆,,,,"275, 27 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.768432,100.502451,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=8491538518160449674&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJI5NNutqZ4jARavF7xZ6vShQ,美食餐饮,เย็นตาโฟจ้าวยุทธจักร,,noodle_shop,面馆,,,,"21 Thanon Sap Sam Hang, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760228,100.498981,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=1462174125488075114&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
