Google地点ID,业务类别,地点名称,泰文名称,Google主要类型,主要类别,评分,评价数量,完整地址,纬度,经度,县区中文名,乡分区中文名,每周营业时间,电话,官方网站,设施与服务标签,编辑简介,Google地图链接
ChIJIaBHXW6Z4jARwnebhq9TCmw,酒店住宿,Bangkok Saran Poshtel,บางกอก สราญ พอชเทล,hotel,酒店,,,"11/1 Samsen Road, Soi 3, Samphraya, Phranakorn, กรุงเทพมหานคร 10200",13.766029,100.497909,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=7785126919206041538&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJo8lYUY2Z4jARg7RR4Azascg,酒店住宿,Bangkok hotel.1,โรงแรมกรุงเทพ1,hotel,宾馆,,,"曼谷都会区 Pom Prap Sattru Phai, 曼谷 Banglamphu QG26+J82邮政编码: 10100",13.751519,100.510779,邦巴沙都拍县,Khlong Maha Nak,,,,,,https://maps.google.com/?cid=14461579627301287043&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJyWwzThaZ4jARHYqER8OEZX0,酒店住宿,Bangkok5- Kunst Start mrt 180m Hua Lamphong,กรุงเทพมหานคร5- Kunst Start mrt 180m หัวลำโพง,lodging,度假出租屋,,,"泰国曼谷都会区 Pom Prap Sattru Phai, 曼谷 Banglamphu",13.750563,100.505066,拍那空县,班巴区,,,https://www.agoda.com/,,,https://maps.google.com/?cid=9035774201642125853&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ9V-wPgCZ4jARjkfBHCjo1pQ,酒店住宿,Bao House/Go Inn,เป่าเฮาส์/โกอินน์,hostel,青年旅舍,,,"382 Thanon Tanao, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75439,100.498477,拍那空县,虎神庙区,,,,,,https://maps.google.com/?cid=10725014821608179598&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJF1vQqhKZ4jARX6_nDoG7GBc,酒店住宿,Barn Thai Guesthouse,บ้านไทย เกสท์เฮาส์,hotel,酒店,,,"27 ซอย Trok Mayom, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.758668,100.49577,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=1664286225288638303&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ2VXcixOZ4jARiuMxsm3Y4kM,酒店住宿,Bed in 4 Bunk Bed Mixed Dormitory Room,เตียงในห้องพักรวมชายหญิงแบบเตียงสองชั้น 4 เตียง,bed_and_breakfast,住宿加早餐型宾馆,,,"The Printing House Poshtel 140 Dinso Rd, Khwaeng Sao Chingcha, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75481,100.50124,拍那空县,大秋千区,,+45 36 95 01 11,,,,https://maps.google.com/?cid=4891710110930428810&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJE82cPQCZ4jARHngDfxASDW0,酒店住宿,Bedd Hostel,เบด โฮสเทล,hostel,青年旅舍,,,"49/3 Trok Rong Mai, Khwaeng Chana Songkhram, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760312,100.493806,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=7857956786891094046&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJA-E98XKZ4jAR6OTbD8D-bGg,酒店住宿,Bella Bella House,เบลล่า เบลล่า เฮาส์,hotel,酒店,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.761559,100.49427,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=7524669178282501352&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJw016Zm2Z4jARLuk8VYSBgHo,酒店住宿,Ben's House,บ้านของเบน,guest_house,宾馆/民宿,,,"74 Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760271,100.496835,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=8827197675011893550&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJNTL2WACZ4jARfhEhZPBpckc,酒店住宿,Best For Living,ดีที่สุดสำหรับการใช้ชีวิต,hostel,青年旅舍,,,"曼谷都会区 Bang Phlat, 曼谷QF8Q+9W邮政编码: 10700",13.765937,100.489812,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=5148293805230854526&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ_cTZi2uZ4jARYQT5NClSHv4,酒店住宿,Bewel Hostel,บีเวล โฮสเทล,hostel,青年旅舍,,,"316 Soi Samsen 4, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.762679,100.501749,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=18311163471870887009&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJEbKP-GqZ4jAR2XNrW20NrF0,酒店住宿,Beyond Suite Rama8,บียอนด์ สวีท พระราม 8,hotel,酒店,,,"528 ถ. วิสุทธิกษัตริย์ Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10100",13.761449,100.504728,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=6749784704857895897&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJXXVH622Z4jARu7pHyngMWRU,酒店住宿,Bhiman Inn,พิมานอินน์,hotel,酒店,,,"55 Thanon Phra Sumen, Banglampu Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763251,100.496996,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=1538274460653042363&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJCfH9D2yZ4jARpU_GSbpZHCw,酒店住宿,Blue Chang House,บ้านบลูช้าง,hotel,酒店,,,"21 Samsen Road, Samsen Soi 6, Banparnthom, Phranakorn, Bangkok 10200",13.764045,100.500926,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=3178514093653249957&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJi0lh4WyZ4jARkgZuGO1KcR4,酒店住宿,Bluedream Guesthouse Khaosan,บลูดรีม เกสท์เฮาส์ ข้าวสาร,hostel,青年旅舍,,,"205 Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.760693,100.498954,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=2193616875683710610&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJX8VhAgCZ4jARBS0rzpWNwj0,酒店住宿,Bonbnb,บอนบีเอ็นบี,hotel,宾馆,,,"Soi San Chao Pho Suea, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.753667,100.498347,拍那空县,虎神庙区,,+66 98 319 9159,http://airbnb.com/h/bonbnb,,,https://maps.google.com/?cid=4450275056344050949&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJLyjpCZOZ4jARWmUqdLa-n4Q,酒店住宿,Boon Chan Ngarm Samsen road,ถนนบุญจันทร์งามสามเสน,lodging,住宿,,,"257 Thanon Samsen, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766667,100.500822,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=9556566625145742682&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJKSb1IBKZ4jARHJOzffzjtXM,酒店住宿,Bright Minitel,ไบรท์ มินิเทล,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷 Banglamphu",13.75331,100.497459,拍那空县,虎神庙区,,,https://www.bluepillow.com/search/65ca91c7671b07d23c6e1350?dest=bkng&cat=House&lat=13.75331&lng=100.49746&language=en,,,https://maps.google.com/?cid=8337820958726525724&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJx8Z9ekeZ4jAREyx4Zd5cEX4,酒店住宿,Brown H,บราวน์ เอช,lodging,住宿,,,"泰国曼谷都会区 Dusit, 曼谷邮政编码: 10300",13.75887,100.51503,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=9084144033637870611&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJh76iPACZ4jARfZGBCvuiJJs,酒店住宿,Brown h.,บราวน์ เอช.,hostel,青年旅舍,,,"463/35, แขวงสี่แยกมหานาค เขตดุสิต กรุงเทพมหานคร 10300",13.758767,100.515128,都实县,Si Yaek Maha Nak,,,,,,https://maps.google.com/?cid=11179239374137168253&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZTon9huZ4jAR6Wcp6pt21r8,酒店住宿,Bubble Humble Bangkok By Canal,บับเบิ้ลฮัมเบิล แบงค็อก บาย คาแนล,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷邮政编码: 10200",13.74166,100.500549,拍那空县,三王府区,,,https://www.bluepillow.com/search/695e9f84ac408a6eb70c72e8?dest=bkng&cat=House&lat=13.74166&lng=100.50055&language=en,,,https://maps.google.com/?cid=13823366518280906729&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJi7wnCByZ4jARmoYAunUfcZU,酒店住宿,BubbleHumble.Bkk,ที่พัก BubbleHumble.Bkk,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷邮政编码: 10200",13.741641,100.500664,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=10768422774511797914&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJOVk--WyZ4jARnuiPh1mdEBA,酒店住宿,Bud Brew & Beyond,บัด บรูว์ แอนด์ บียอนด์,hotel,酒店,,,"147/5-6 Soi Kraisi, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76058,100.498813,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=1157598112086223006&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ7wge1xKZ4jARxaFzx47_BRg,酒店住宿,Buddy Boutique Inn,บัดดี้ บูติค อินน์,hotel,酒店,,,"66 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759351,100.495463,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=1731070620490506693&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJi3q-xHKZ4jARgRFVOcckd2U,酒店住宿,"Bunya Phrom 2548 Co.,Ltd.",บริษัท บุญญาพรหม 2548 จำกัด,resort_hotel,度假酒店,,,"42, Soi Ram Buttri, Tani Road, Talat Yot, Khet Phra Nakhon, Bangkok, 10200, แขวงชนะสงคราม เขตพระนคร กรุงเทพมหานคร 10200",13.760084,100.493827,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=7311352958138257793&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJtz5plkGZ4jARJ2SZkbDOjoo,酒店住宿,C U Again,ซี ยู อีกแล้ว,hotel,酒店,,,"118 5 Soi Lamphu, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764869,100.496467,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=9984144681679283239&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ9zV-G3WZ4jARHeXgs8hIJ8I,酒店住宿,CHANN | Bangkok-Noi,ชาน | บางกอกน้อย,hotel,酒店,,,"30/1 Soi Somdej Pra Pinklaow 1(Behind Wat Dusidharam, 27 ถนนบรมราชชนนี แขวงอรุณอมรินทร์ เขตบางกอกน้อย กรุงเทพมหานคร 10700",13.761457,100.486877,曼谷蓮縣,Arun Ammarin,,,,,,https://maps.google.com/?cid=13990230794298254621&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ0U3X036Z4jAROZQ1tFPDMcg,酒店住宿,CS Hostel,ซีเอส โฮสเทล,inn,客栈,,,"163-165 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761653,100.497487,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=14425525845717521465&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ6WBn626Z4jARt9PtM_Csclo,酒店住宿,Caffee The Baan Row,ร้านกาแฟบ้านโรว์,hotel,酒店,,,"58, 1 Soi Samsen 5, Khwaeng Wat Sam Phraya, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.766073,100.49984,拍那空县,讪披耶寺区,,,,,,https://maps.google.com/?cid=6517461758421881783&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ2Q2UEgCZ4jAR-gOcal9_2LM,酒店住宿,Casa Mungka,คาซ่า มังกา,bed_and_breakfast,住宿加早餐型宾馆,,,"3/3 Trok Sin, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.755498,100.499511,拍那空县,波稳尼威区,,,,,,https://maps.google.com/?cid=12959247975545832442&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJyezlAI6Z4jARrsxz8wYcySI,酒店住宿,Central Old Town La Maison,เซ็นทรัลโอลด์ทาวน์ ลาเมซง,inn,客栈,,,"58 Phraeng Phuthon Rd, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.75164,100.496995,拍那空县,虎神庙区,星期一: 24小时营业 | 星期二: 24小时营业 | 星期三: 24小时营业 | 星期四: 24小时营业 | 星期五: 24小时营业 | 星期六: 24小时营业 | 星期日: 24小时营业,+66 89 127 0201,http://www.centraloldtownbangkok.com/,,,https://maps.google.com/?cid=2506565483788225710&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJhXQgLG2Z4jAR4JuqkRH8GnY,酒店住宿,Chabaol Guest House,ชบาล เกสท์เฮาส์,hotel,酒店,,,"108/2 Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759258,100.498234,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=8510391598258494432&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJERCVSWyZ4jAR1n5mrwdcyxg,酒店住宿,Chaidee Restaurant Guesthouse,ร้านอาหารใจดี เกสท์เฮาส์,hotel,酒店,,,"QF7X+6JH, Soi Samsen 2, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763055,100.499111,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=1786622865259790038&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJZX2MWQSZ4jARY4gqR6OF084,酒店住宿,Chakrabongse Residences,จักรพงษ์เรสซิเดนซ์,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷邮政编码: 10200",13.74403,100.492729,拍那空县,大皇宫区,,,https://www.bluepillow.com/search/65ca481c671b07d23c6d4d07?dest=bkng&cat=Apartment&lat=13.74403&lng=100.49273&language=en,,,https://maps.google.com/?cid=14903402528219236451&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJsX3Di2mZ4jAR4qvTpS2LfpI,酒店住宿,Chan Ni Guest House,ชาน นี เกสท์เฮาส์,lodging,住宿,,,"137 Prachathipatai Rd, Khwaeng Bang Khun Phrom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.764558,100.50541,拍那空县,邦坤蓬区,,,,,,https://maps.google.com/?cid=10556027604774923234&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJOfvTfACZ4jARudcfMP4Fx-s,酒店住宿,Chang House,บ้านช้าง,lodging,住宿,,,"137 Soi Somdej Pra Pinklao 8, Khwaeng Bang Yi Khan, Khet Bang Phlat, Krung Thep Maha Nakhon 10700",13.770737,100.485383,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=16989554708565710777&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJv2kRa8KZ4jARKRGhtInQwMg,酒店住宿,Changsiam​ Hostel,ช้างสยามโฮสเทล,hostel,青年旅舍,,,"163 Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.76164,100.497484,拍那空县,查那松康区,,,,,,https://maps.google.com/?cid=14465791292973584681&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJMd7QNmyZ4jARqYdXOoUuJHY,酒店住宿,Charlie Connection Travel & Tours,ชาร์ลี คอนเน็คชั่น ทราเวล แอนด์ ทัวร์,hotel,酒店,,,"44 Thanon Samsen, Khwaeng Ban Phan Thom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.763477,100.499195,拍那空县,班潘通,,,,,,https://maps.google.com/?cid=8512980345381423017&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJb5E57xiZ4jARYLG0UmjPwEw,酒店住宿,"Charming 3-bedroom house with AC, WiFi in marvelous Bangkok",บ้าน 3 ห้องนอนที่มีเสน่ห์พร้อมเครื่องปรับอากาศ WiFi ในกรุงเทพฯ อันยิ่งใหญ่,lodging,度假出租屋,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.743296,100.505112,三攀他旺县,差甲瓦區,,,,,,https://maps.google.com/?cid=5530648389382091104&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJM-HaOo6Z4jARCS8h8ldUETQ,酒店住宿,Charoenkrung,เจริญกรุง,lodging,度假屋,,,"PFXX+4G9, Charoen Krung 1 Alley, Khwaeng Wang Burapha Phirom, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.747783,100.498867,拍那空县,三王府区,,,,,,https://maps.google.com/?cid=3751872701277482761&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJHYyPYHqZ4jARHc9L_aobzvA,酒店住宿,Chateau in Town Rama 8 by JR416,ชาโตว์ อินทาวน์ พระราม 8 บาย JR416,lodging,住宿,,,"泰国曼谷都会区 Bang Phlat, 曼谷邮政编码: 10700",13.771951,100.492844,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=17351836835513093917&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJlYzqYHqZ4jARmY9FPV8meaE,酒店住宿,Chateau in town rama 8 by Zele,ชาโตว์ อินทาวน์ พระราม 8 บาย เซเล่,lodging,住宿,,,"泰国曼谷都会区 Bang Phlat, 曼谷邮政编码: 10700",13.7719,100.492798,挽拍县,Bang Yi Khan,,,,,,https://maps.google.com/?cid=11635373302780104601&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ4a0FKG2Z4jARZnshVB-4kFQ,酒店住宿,Chill Out Bar & Restaurant,ชิลเอ้าท์ บาร์ แอนด์ เรสเตอรองท์,hostel,青年旅舍,,,"329 Soi Ram Buttri, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759647,100.498589,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=6093572740527258470&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJX11rPiKZ4jARiCaDzrtomaw,酒店住宿,ChinaTown Residence Bangkok,ไชน่าทาวน์ เรสซิเดนซ์ กรุงเทพฯ,lodging,度假出租屋,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.742449,100.508614,三攀他旺县,Samphanthawong,,,https://deals.vio.com/?sig=73aca13c7f952d2641c156f3e69125e1eb497c325f122828ee5aa8797168b9a12d32303331333438363233&turl=https%3A%2F%2Fwww.vio.com%2FHotel%2FSearch%3FhotelId%3D5255281%26utm_source%3Dgha-vr%26utm_campaign%3Dstatic%26openHotelDetails%3D1,,,https://maps.google.com/?cid=12437087001793209992&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJa6WDjSGZ4jAR7WCVmWF_XPA,酒店住宿,Chinatown Centra by Favstay,ไชน่าทาวน์ เซ็นทรา บาย เฟฟสเตย์,hotel,宾馆,,,"215 Yaowarat Rd, Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10100",13.741305,100.508497,三攀他旺县,Samphanthawong,,+66 83 319 1000,,适合儿童,,https://maps.google.com/?cid=17319858324125343981&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJs5NbPh-Z4jARyRA45pKwbcU,酒店住宿,Chinese House: Midnight Muse Chinatown,บ้านจีน: Midnight Muse Chinatown,lodging,度假出租屋,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.740163,100.50547,三攀他旺县,差甲瓦區,,,https://www.agoda.com/,,,https://maps.google.com/?cid=14226220942907412681&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJs5NbPh-Z4jARE01tbfoaOxQ,酒店住宿,Chinese House: Sunset Muse Chinatown,บ้านจีน: Sunset Muse Chinatown,lodging,度假出租屋,,,"泰国曼谷都会区 Samphanthawong, 曼谷邮政编码: 10100",13.740163,100.50547,三攀他旺县,差甲瓦區,,,https://www.agoda.com/,,,https://maps.google.com/?cid=1457788567264513299&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJpRWIW22Z4jARGdi17U-WFdc,酒店住宿,Chuan Phit Guest House,ชวนพิศ เกสท์เฮาส์,lodging,住宿,,,"QF5W+XGW, Chakrabongse Rd, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.759989,100.496344,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=15498458962700130329&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJ7Z0bfw2Z4jARUraZq3UVSDA,酒店住宿,Chutima Dormitory,หอพักสตรีชุติมา,lodging,寄宿房,,,"QF4W+G7C ศาลเจ้าพ่อเสือ Thanon Atsadang, Khwaeng San Chao Pho Sua, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.756307,100.495637,拍那空县,虎神庙区,,,,,,https://maps.google.com/?cid=3479054307278042706&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
ChIJY2JmSgWZ4jAR0fFWc2_z58c,酒店住宿,Comfort chic budget on 4 fl -walk to RoyalPalace,ที่พักสุดเก๋ราคาประหยัดบนชั้น 4 - เดินถึงพระราชวังได้,lodging,度假出租屋,,,"泰国曼谷都会区 Phra Nakhon, 曼谷邮政编码: 10200",13.74622,100.495659,拍那空县,大皇宫区,,,https://www.bluepillow.com/search/65cb87483e6d928972f99030?dest=bpex&cat=Apartment&lat=13.74622&lng=100.49566&language=en,,,https://maps.google.com/?cid=14404749593169818065&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJ-5NdZyGZ4jAR3ZcKu4_9w4U,酒店住宿,Condo Sathorn house,คอนโดบ้านสาทร,lodging,服务式公寓,,,"140/203 condo Sathorn house / Bangkok Hinnam sai Suai condoi Khwaeng Samphanthawong, Khet Samphanthawong, Krung Thep Maha Nakhon 10110",13.740749,100.511317,三攀他旺县,Samphanthawong,,+66 89 200 2124,,,,https://maps.google.com/?cid=9638826421263177693&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
ChIJJXSH_2yZ4jARIoR0O0e9PUE,酒店住宿,Counting Stars Hostel,เคาท์ติ้งสตาร์โฮสเทล,hostel,青年旅舍,,,"196 Thanon Phra Sumen, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200",13.761636,100.498897,拍那空县,哒叻裕区,,,,,,https://maps.google.com/?cid=4701121699682485282&g_mp=Cilnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaE5lYXJieRACGAQgAA
